probability,volatility,vol.
0.94955069,1.856624,volatility (positive vehicular jerk : longitudinal direction)
0.97169381,1.945833,volatility (positive vehicular jerk : longitudinal direction)
0.81798238,1.644003,volatility (positive vehicular jerk : longitudinal direction)
0.36075336,1.335996,volatility (positive vehicular jerk : longitudinal direction)
0.80850607,1.634739,volatility (positive vehicular jerk : longitudinal direction)
0.2515046,1.259024,volatility (positive vehicular jerk : longitudinal direction)
0.13437918,1.144395,volatility (positive vehicular jerk : longitudinal direction)
0.73115504,1.569445,volatility (positive vehicular jerk : longitudinal direction)
0.99970973,2.629962,volatility (positive vehicular jerk : longitudinal direction)
0.83530116,1.661956,volatility (positive vehicular jerk : longitudinal direction)
0.097236514,1.090132,volatility (positive vehicular jerk : longitudinal direction)
0.57321388,1.464712,volatility (positive vehicular jerk : longitudinal direction)
0.22065249,1.2336,volatility (positive vehicular jerk : longitudinal direction)
0.070365489,1.037763,volatility (positive vehicular jerk : longitudinal direction)
0.026582837,0.88642538,volatility (positive vehicular jerk : longitudinal direction)
0.7121616,1.5554039,volatility (positive vehicular jerk : longitudinal direction)
0.052318703,0.99091607,volatility (positive vehicular jerk : longitudinal direction)
0.87259203,1.70655,volatility (positive vehicular jerk : longitudinal direction)
0.079204902,1.056748,volatility (positive vehicular jerk : longitudinal direction)
0.49636233,1.418763,volatility (positive vehicular jerk : longitudinal direction)
0.24625975,1.254859,volatility (positive vehicular jerk : longitudinal direction)
0.18111952,1.196946,volatility (positive vehicular jerk : longitudinal direction)
0.2597304,1.265442,volatility (positive vehicular jerk : longitudinal direction)
0.41062292,1.367275,volatility (positive vehicular jerk : longitudinal direction)
0.84164679,1.6689121,volatility (positive vehicular jerk : longitudinal direction)
0.23852749,1.248608,volatility (positive vehicular jerk : longitudinal direction)
0.44661492,1.389102,volatility (positive vehicular jerk : longitudinal direction)
0.12575004,1.13307,volatility (positive vehicular jerk : longitudinal direction)
0.045424689,0.9688645,volatility (positive vehicular jerk : longitudinal direction)
0.022645822,0.86203122,volatility (positive vehicular jerk : longitudinal direction)
0.08925841,1.076117,volatility (positive vehicular jerk : longitudinal direction)
0.11004708,1.110626,volatility (positive vehicular jerk : longitudinal direction)
0.16711943,1.182487,volatility (positive vehicular jerk : longitudinal direction)
0.99974787,2.6508851,volatility (positive vehicular jerk : longitudinal direction)
0.99999839,3.4001219,volatility (positive vehicular jerk : longitudinal direction)
0.46578237,1.400573,volatility (positive vehicular jerk : longitudinal direction)
0.99999309,3.185425,volatility (positive vehicular jerk : longitudinal direction)
0.65862685,1.518481,volatility (positive vehicular jerk : longitudinal direction)
0.27600369,1.277763,volatility (positive vehicular jerk : longitudinal direction)
0.071123198,1.039474,volatility (positive vehicular jerk : longitudinal direction)
0.19407243,1.209567,volatility (positive vehicular jerk : longitudinal direction)
0.18538418,1.201176,volatility (positive vehicular jerk : longitudinal direction)
0.9643504,1.910466,volatility (positive vehicular jerk : longitudinal direction)
0.56281239,1.458419,volatility (positive vehicular jerk : longitudinal direction)
0.93148303,1.8083301,volatility (positive vehicular jerk : longitudinal direction)
0.85179132,1.680519,volatility (positive vehicular jerk : longitudinal direction)
0.95398581,1.870976,volatility (positive vehicular jerk : longitudinal direction)
0.13872255,1.149864,volatility (positive vehicular jerk : longitudinal direction)
0.99975443,2.654794,volatility (positive vehicular jerk : longitudinal direction)
0.17399041,1.189698,volatility (positive vehicular jerk : longitudinal direction)
0.47537988,1.406292,volatility (positive vehicular jerk : longitudinal direction)
0.96734327,1.923943,volatility (positive vehicular jerk : longitudinal direction)
0.11974719,1.1247931,volatility (positive vehicular jerk : longitudinal direction)
0.17309861,1.1887749,volatility (positive vehicular jerk : longitudinal direction)
0.094981238,1.086278,volatility (positive vehicular jerk : longitudinal direction)
0.71033412,1.554083,volatility (positive vehicular jerk : longitudinal direction)
0.03068665,0.90836418,volatility (positive vehicular jerk : longitudinal direction)
1,4.1630058,volatility (positive vehicular jerk : longitudinal direction)
1,4.2694492,volatility (positive vehicular jerk : longitudinal direction)
1,6.260108,volatility (positive vehicular jerk : longitudinal direction)
0.014279412,0.79230762,volatility (positive vehicular jerk : longitudinal direction)
0.99999976,3.6992769,volatility (positive vehicular jerk : longitudinal direction)
0.10002107,1.094782,volatility (positive vehicular jerk : longitudinal direction)
0.99999994,3.95769,volatility (positive vehicular jerk : longitudinal direction)
0.56893039,1.462116,volatility (positive vehicular jerk : longitudinal direction)
0.14071931,1.15233,volatility (positive vehicular jerk : longitudinal direction)
0.44307482,1.386974,volatility (positive vehicular jerk : longitudinal direction)
0.47334415,1.40508,volatility (positive vehicular jerk : longitudinal direction)
0.52696431,1.43695,volatility (positive vehicular jerk : longitudinal direction)
0.99333984,2.1638999,volatility (positive vehicular jerk : longitudinal direction)
0.99981672,2.69822,volatility (positive vehicular jerk : longitudinal direction)
0.99779212,2.3284669,volatility (positive vehicular jerk : longitudinal direction)
0.39192304,1.355719,volatility (positive vehicular jerk : longitudinal direction)
0.31626448,1.30647,volatility (positive vehicular jerk : longitudinal direction)
0.99873555,2.4113541,volatility (positive vehicular jerk : longitudinal direction)
0.38629171,1.3522021,volatility (positive vehicular jerk : longitudinal direction)
0.11293367,1.114952,volatility (positive vehicular jerk : longitudinal direction)
0.99998242,3.0459831,volatility (positive vehicular jerk : longitudinal direction)
0.08433608,1.066896,volatility (positive vehicular jerk : longitudinal direction)
0.73166049,1.569827,volatility (positive vehicular jerk : longitudinal direction)
0.99962062,2.590205,volatility (positive vehicular jerk : longitudinal direction)
0.18273763,1.19856,volatility (positive vehicular jerk : longitudinal direction)
0.15657903,1.170949,volatility (positive vehicular jerk : longitudinal direction)
0.87296677,1.707051,volatility (positive vehicular jerk : longitudinal direction)
0.046313349,0.97187889,volatility (positive vehicular jerk : longitudinal direction)
0.99898386,2.443846,volatility (positive vehicular jerk : longitudinal direction)
0.51493156,1.429792,volatility (positive vehicular jerk : longitudinal direction)
0.074883811,1.047725,volatility (positive vehicular jerk : longitudinal direction)
0.77516633,1.604661,volatility (positive vehicular jerk : longitudinal direction)
0.20714875,1.221675,volatility (positive vehicular jerk : longitudinal direction)
0.99927729,2.4944789,volatility (positive vehicular jerk : longitudinal direction)
0.10100403,1.096396,volatility (positive vehicular jerk : longitudinal direction)
0.28495517,1.284348,volatility (positive vehicular jerk : longitudinal direction)
0.43745238,1.383587,volatility (positive vehicular jerk : longitudinal direction)
0.4480539,1.389966,volatility (positive vehicular jerk : longitudinal direction)
0.97237533,1.949555,volatility (positive vehicular jerk : longitudinal direction)
1,4.4883208,volatility (positive vehicular jerk : longitudinal direction)
0.68365371,1.53532,volatility (positive vehicular jerk : longitudinal direction)
0.13266075,1.14219,volatility (positive vehicular jerk : longitudinal direction)
0.6356377,1.5035321,volatility (positive vehicular jerk : longitudinal direction)
0.28537127,1.284651,volatility (positive vehicular jerk : longitudinal direction)
0.27672443,1.278298,volatility (positive vehicular jerk : longitudinal direction)
0.22600599,1.2381819,volatility (positive vehicular jerk : longitudinal direction)
0.55603528,1.454337,volatility (positive vehicular jerk : longitudinal direction)
0.113185,1.115324,volatility (positive vehicular jerk : longitudinal direction)
0.16751638,1.18291,volatility (positive vehicular jerk : longitudinal direction)
0.99935055,2.5103559,volatility (positive vehicular jerk : longitudinal direction)
0.9939543,2.1783619,volatility (positive vehicular jerk : longitudinal direction)
0.99999964,3.6249371,volatility (positive vehicular jerk : longitudinal direction)
0.23185013,1.2430969,volatility (positive vehicular jerk : longitudinal direction)
0.99755865,2.3135121,volatility (positive vehicular jerk : longitudinal direction)
0.99589759,2.2362161,volatility (positive vehicular jerk : longitudinal direction)
0.97178555,1.946329,volatility (positive vehicular jerk : longitudinal direction)
0.88791907,1.7281621,volatility (positive vehicular jerk : longitudinal direction)
0.15549593,1.169728,volatility (positive vehicular jerk : longitudinal direction)
0.34925967,1.328544,volatility (positive vehicular jerk : longitudinal direction)
0.59485281,1.477937,volatility (positive vehicular jerk : longitudinal direction)
0.24115326,1.250746,volatility (positive vehicular jerk : longitudinal direction)
0.98931587,2.093138,volatility (positive vehicular jerk : longitudinal direction)
0.99954152,2.562078,volatility (positive vehicular jerk : longitudinal direction)
0.40793088,1.365622,volatility (positive vehicular jerk : longitudinal direction)
0.81894523,1.6449651,volatility (positive vehicular jerk : longitudinal direction)
0.031288918,0.91134173,volatility (positive vehicular jerk : longitudinal direction)
0.79346883,1.62073,volatility (positive vehicular jerk : longitudinal direction)
0.13273135,1.1422811,volatility (positive vehicular jerk : longitudinal direction)
0.77181095,1.601818,volatility (positive vehicular jerk : longitudinal direction)
0.48764625,1.413586,volatility (positive vehicular jerk : longitudinal direction)
0.99555504,2.2242601,volatility (positive vehicular jerk : longitudinal direction)
0.28841683,1.2868609,volatility (positive vehicular jerk : longitudinal direction)
0.92559296,1.795146,volatility (positive vehicular jerk : longitudinal direction)
0.79603237,1.623063,volatility (positive vehicular jerk : longitudinal direction)
0.93206453,1.809688,volatility (positive vehicular jerk : longitudinal direction)
0.054771934,0.99810338,volatility (positive vehicular jerk : longitudinal direction)
0.99987054,2.7498119,volatility (positive vehicular jerk : longitudinal direction)
0.041261658,0.95394927,volatility (positive vehicular jerk : longitudinal direction)
0.33122593,1.3166161,volatility (positive vehicular jerk : longitudinal direction)
0.21163492,1.225698,volatility (positive vehicular jerk : longitudinal direction)
0.44469953,1.387951,volatility (positive vehicular jerk : longitudinal direction)
0.46690053,1.40124,volatility (positive vehicular jerk : longitudinal direction)
0.86954552,1.702523,volatility (positive vehicular jerk : longitudinal direction)
0.10512599,1.103016,volatility (positive vehicular jerk : longitudinal direction)
0.99848175,2.3841619,volatility (positive vehicular jerk : longitudinal direction)
0.99999845,3.4070461,volatility (positive vehicular jerk : longitudinal direction)
1,4.8262658,volatility (positive vehicular jerk : longitudinal direction)
0.11821133,1.122618,volatility (positive vehicular jerk : longitudinal direction)
0.45883819,1.396426,volatility (positive vehicular jerk : longitudinal direction)
0.5159747,1.4304121,volatility (positive vehicular jerk : longitudinal direction)
0.14668258,1.159525,volatility (positive vehicular jerk : longitudinal direction)
0.9999944,3.215668,volatility (positive vehicular jerk : longitudinal direction)
0.80087459,1.62753,volatility (positive vehicular jerk : longitudinal direction)
0.62052351,1.493926,volatility (positive vehicular jerk : longitudinal direction)
0.64059663,1.5067199,volatility (positive vehicular jerk : longitudinal direction)
0.89860797,1.744817,volatility (positive vehicular jerk : longitudinal direction)
0.82295829,1.649018,volatility (positive vehicular jerk : longitudinal direction)
0.99999654,3.287926,volatility (positive vehicular jerk : longitudinal direction)
1,9.1257401,volatility (positive vehicular jerk : longitudinal direction)
0.99999464,3.2231851,volatility (positive vehicular jerk : longitudinal direction)
1,4.1052952,volatility (positive vehicular jerk : longitudinal direction)
0.99999988,3.820358,volatility (positive vehicular jerk : longitudinal direction)
0.99999994,3.8517339,volatility (positive vehicular jerk : longitudinal direction)
1,4.29562,volatility (positive vehicular jerk : longitudinal direction)
0.86274433,1.693813,volatility (positive vehicular jerk : longitudinal direction)
0.81695104,1.642977,volatility (positive vehicular jerk : longitudinal direction)
0.96251506,1.9027309,volatility (positive vehicular jerk : longitudinal direction)
0.76598054,1.596947,volatility (positive vehicular jerk : longitudinal direction)
0.12138922,1.127092,volatility (positive vehicular jerk : longitudinal direction)
1,4.4729848,volatility (positive vehicular jerk : longitudinal direction)
0.99999899,3.4711771,volatility (positive vehicular jerk : longitudinal direction)
0.99069887,2.113924,volatility (positive vehicular jerk : longitudinal direction)
0.26167917,1.266943,volatility (positive vehicular jerk : longitudinal direction)
0.57220012,1.464097,volatility (positive vehicular jerk : longitudinal direction)
0.99648142,2.2590909,volatility (positive vehicular jerk : longitudinal direction)
0.19882666,1.214038,volatility (positive vehicular jerk : longitudinal direction)
0.12702931,1.1347899,volatility (positive vehicular jerk : longitudinal direction)
0.98333472,2.026242,volatility (positive vehicular jerk : longitudinal direction)
0.99990392,2.7941179,volatility (positive vehicular jerk : longitudinal direction)
0.6689738,1.525364,volatility (positive vehicular jerk : longitudinal direction)
0.99913853,2.4683859,volatility (positive vehicular jerk : longitudinal direction)
0.86285442,1.693951,volatility (positive vehicular jerk : longitudinal direction)
0.99999356,3.195684,volatility (positive vehicular jerk : longitudinal direction)
0.9808839,2.0055039,volatility (positive vehicular jerk : longitudinal direction)
0.3274245,1.314061,volatility (positive vehicular jerk : longitudinal direction)
0.99999958,3.594486,volatility (positive vehicular jerk : longitudinal direction)
0.84157485,1.6688319,volatility (positive vehicular jerk : longitudinal direction)
0.35504571,1.332309,volatility (positive vehicular jerk : longitudinal direction)
0.67271024,1.527876,volatility (positive vehicular jerk : longitudinal direction)
0.99999851,3.4134281,volatility (positive vehicular jerk : longitudinal direction)
0.99973464,2.6432719,volatility (positive vehicular jerk : longitudinal direction)
0.71735573,1.559186,volatility (positive vehicular jerk : longitudinal direction)
0.34059933,1.322854,volatility (positive vehicular jerk : longitudinal direction)
1,4.762074,volatility (positive vehicular jerk : longitudinal direction)
0.82276183,1.648818,volatility (positive vehicular jerk : longitudinal direction)
0.98728597,2.0670111,volatility (positive vehicular jerk : longitudinal direction)
0.18704905,1.2028069,volatility (positive vehicular jerk : longitudinal direction)
0.44906691,1.390574,volatility (positive vehicular jerk : longitudinal direction)
0.24588729,1.2545609,volatility (positive vehicular jerk : longitudinal direction)
0.26546973,1.269842,volatility (positive vehicular jerk : longitudinal direction)
0.17130305,1.186905,volatility (positive vehicular jerk : longitudinal direction)
0.48298028,1.410813,volatility (positive vehicular jerk : longitudinal direction)
0.99896532,2.4411581,volatility (positive vehicular jerk : longitudinal direction)
0.72707325,1.566377,volatility (positive vehicular jerk : longitudinal direction)
0.6976186,1.545024,volatility (positive vehicular jerk : longitudinal direction)
0.99999994,3.9348559,volatility (positive vehicular jerk : longitudinal direction)
0.29502097,1.2916059,volatility (positive vehicular jerk : longitudinal direction)
0.99956363,2.569411,volatility (positive vehicular jerk : longitudinal direction)
0.20831388,1.222726,volatility (positive vehicular jerk : longitudinal direction)
0.01866984,0.83276808,volatility (positive vehicular jerk : longitudinal direction)
0.71001112,1.5538501,volatility (positive vehicular jerk : longitudinal direction)
0.24182577,1.251291,volatility (positive vehicular jerk : longitudinal direction)
0.99999994,3.9830339,volatility (positive vehicular jerk : longitudinal direction)
0.99995375,2.9025631,volatility (positive vehicular jerk : longitudinal direction)
0.21176866,1.225817,volatility (positive vehicular jerk : longitudinal direction)
0.061936527,1.017482,volatility (positive vehicular jerk : longitudinal direction)
0.9999997,3.663846,volatility (positive vehicular jerk : longitudinal direction)
0.99999774,3.3487639,volatility (positive vehicular jerk : longitudinal direction)
0.99999011,3.1319809,volatility (positive vehicular jerk : longitudinal direction)
0.90413183,1.754043,volatility (positive vehicular jerk : longitudinal direction)
0.21662138,1.2300971,volatility (positive vehicular jerk : longitudinal direction)
0.44566625,1.388532,volatility (positive vehicular jerk : longitudinal direction)
0.99972993,2.6406779,volatility (positive vehicular jerk : longitudinal direction)
1,6.5482521,volatility (positive vehicular jerk : longitudinal direction)
0.15094443,1.16452,volatility (positive vehicular jerk : longitudinal direction)
0.5082863,1.425844,volatility (positive vehicular jerk : longitudinal direction)
0.99988765,2.7708991,volatility (positive vehicular jerk : longitudinal direction)
0.95572728,1.876974,volatility (positive vehicular jerk : longitudinal direction)
0.34403887,1.325122,volatility (positive vehicular jerk : longitudinal direction)
0.99995059,2.8927691,volatility (positive vehicular jerk : longitudinal direction)
1,5.2816172,volatility (positive vehicular jerk : longitudinal direction)
1,4.3603601,volatility (positive vehicular jerk : longitudinal direction)
1,5.536427,volatility (positive vehicular jerk : longitudinal direction)
1,4.6368961,volatility (positive vehicular jerk : longitudinal direction)
0.99993861,2.860657,volatility (positive vehicular jerk : longitudinal direction)
1,6.1062932,volatility (positive vehicular jerk : longitudinal direction)
0.999008,2.4474189,volatility (positive vehicular jerk : longitudinal direction)
0.50605375,1.424518,volatility (positive vehicular jerk : longitudinal direction)
0.28288302,1.282835,volatility (positive vehicular jerk : longitudinal direction)
0.99999958,3.6064379,volatility (positive vehicular jerk : longitudinal direction)
0.31116962,1.3029571,volatility (positive vehicular jerk : longitudinal direction)
0.051958613,0.98983443,volatility (positive vehicular jerk : longitudinal direction)
0.69970465,1.546495,volatility (positive vehicular jerk : longitudinal direction)
0.72415882,1.564204,volatility (positive vehicular jerk : longitudinal direction)
0.99999905,3.482352,volatility (positive vehicular jerk : longitudinal direction)
0.9997921,2.679517,volatility (positive vehicular jerk : longitudinal direction)
0.4320012,1.380294,volatility (positive vehicular jerk : longitudinal direction)
0.12701221,1.1347671,volatility (positive vehicular jerk : longitudinal direction)
0.13000485,1.138734,volatility (positive vehicular jerk : longitudinal direction)
0.99999905,3.477176,volatility (positive vehicular jerk : longitudinal direction)
0.99994326,2.872236,volatility (positive vehicular jerk : longitudinal direction)
0.9981032,2.351058,volatility (positive vehicular jerk : longitudinal direction)
0.90773308,1.760317,volatility (positive vehicular jerk : longitudinal direction)
0.99999827,3.3900039,volatility (positive vehicular jerk : longitudinal direction)
0.43699494,1.383311,volatility (positive vehicular jerk : longitudinal direction)
0.9999997,3.6421571,volatility (positive vehicular jerk : longitudinal direction)
1,4.8397131,volatility (positive vehicular jerk : longitudinal direction)
0.99988014,2.7612901,volatility (positive vehicular jerk : longitudinal direction)
0.99999923,3.510927,volatility (positive vehicular jerk : longitudinal direction)
0.86839199,1.701019,volatility (positive vehicular jerk : longitudinal direction)
0.85599071,1.685516,volatility (positive vehicular jerk : longitudinal direction)
0.25464079,1.261487,volatility (positive vehicular jerk : longitudinal direction)
0.99986148,2.739779,volatility (positive vehicular jerk : longitudinal direction)
0.62754369,1.498368,volatility (positive vehicular jerk : longitudinal direction)
0.1434048,1.155601,volatility (positive vehicular jerk : longitudinal direction)
0.99417096,2.1838119,volatility (positive vehicular jerk : longitudinal direction)
0.41344458,1.369004,volatility (positive vehicular jerk : longitudinal direction)
0.97159803,1.945317,volatility (positive vehicular jerk : longitudinal direction)
0.16872606,1.184194,volatility (positive vehicular jerk : longitudinal direction)
0.78295177,1.611376,volatility (positive vehicular jerk : longitudinal direction)
0.99968398,2.617326,volatility (positive vehicular jerk : longitudinal direction)
0.9999944,3.2158699,volatility (positive vehicular jerk : longitudinal direction)
0.99999827,3.392617,volatility (positive vehicular jerk : longitudinal direction)
0.99915701,2.471601,volatility (positive vehicular jerk : longitudinal direction)
0.90738553,1.759702,volatility (positive vehicular jerk : longitudinal direction)
0.99927557,2.4941161,volatility (positive vehicular jerk : longitudinal direction)
0.99986267,2.741092,volatility (positive vehicular jerk : longitudinal direction)
0.99999952,3.5767319,volatility (positive vehicular jerk : longitudinal direction)
0.72383583,1.563964,volatility (positive vehicular jerk : longitudinal direction)
0.62043619,1.493871,volatility (positive vehicular jerk : longitudinal direction)
0.99119347,2.1221099,volatility (positive vehicular jerk : longitudinal direction)
0.57717901,1.467121,volatility (positive vehicular jerk : longitudinal direction)
0.99538976,2.218816,volatility (positive vehicular jerk : longitudinal direction)
0.99633586,2.253052,volatility (positive vehicular jerk : longitudinal direction)
0.88880289,1.729485,volatility (positive vehicular jerk : longitudinal direction)
0.9998585,2.7366371,volatility (positive vehicular jerk : longitudinal direction)
0.99884361,2.424628,volatility (positive vehicular jerk : longitudinal direction)
1,5.1273499,volatility (positive vehicular jerk : longitudinal direction)
0.34685221,1.326969,volatility (positive vehicular jerk : longitudinal direction)
0.48760253,1.41356,volatility (positive vehicular jerk : longitudinal direction)
0.9780004,1.984211,volatility (positive vehicular jerk : longitudinal direction)
0.63512892,1.503206,volatility (positive vehicular jerk : longitudinal direction)
0.99975759,2.6567199,volatility (positive vehicular jerk : longitudinal direction)
0.99999911,3.4895289,volatility (positive vehicular jerk : longitudinal direction)
1,4.7524252,volatility (positive vehicular jerk : longitudinal direction)
0.93285149,1.811543,volatility (positive vehicular jerk : longitudinal direction)
0.99999994,3.832433,volatility (positive vehicular jerk : longitudinal direction)
0.93985128,1.828995,volatility (positive vehicular jerk : longitudinal direction)
0.99998504,3.07024,volatility (positive vehicular jerk : longitudinal direction)
0.52910143,1.438223,volatility (positive vehicular jerk : longitudinal direction)
0.7749244,1.604455,volatility (positive vehicular jerk : longitudinal direction)
0.90692258,1.758886,volatility (positive vehicular jerk : longitudinal direction)
1,6.0663681,volatility (positive vehicular jerk : longitudinal direction)
0.99988198,2.7635651,volatility (positive vehicular jerk : longitudinal direction)
0.99919945,2.47928,volatility (positive vehicular jerk : longitudinal direction)
0.99812263,2.3525879,volatility (positive vehicular jerk : longitudinal direction)
0.9847365,2.0394969,volatility (positive vehicular jerk : longitudinal direction)
0.99935889,2.5122769,volatility (positive vehicular jerk : longitudinal direction)
0.36531264,1.338923,volatility (positive vehicular jerk : longitudinal direction)
0.12889501,1.137272,volatility (positive vehicular jerk : longitudinal direction)
0.03646297,0.93485439,volatility (positive vehicular jerk : longitudinal direction)
0.019268444,0.83754361,volatility (positive vehicular jerk : longitudinal direction)
0.037192065,0.93790579,volatility (positive vehicular jerk : longitudinal direction)
0.22580938,1.2380151,volatility (positive vehicular jerk : longitudinal direction)
0.037517417,0.93924892,volatility (positive vehicular jerk : longitudinal direction)
0.021421636,0.8535955,volatility (positive vehicular jerk : longitudinal direction)
0.019495826,0.83931959,volatility (positive vehicular jerk : longitudinal direction)
0.027628588,0.89231288,volatility (positive vehicular jerk : longitudinal direction)
0.036025684,0.93299598,volatility (positive vehicular jerk : longitudinal direction)
0.025734587,0.88148189,volatility (positive vehicular jerk : longitudinal direction)
0.018848311,0.83420742,volatility (positive vehicular jerk : longitudinal direction)
